service_name,service_category
"Root Retouch and Blowdry/style, Brow Wax",Eyebrows
2 Feed in braid extensions,Braids
"Luxury Color, Women's Cut",Women's Haircut
"EXTENSION REMOVAL SERVICE + on, SCALP therapy + on, tex-PRESS shoulder length, RESHAPING CUT/TRIM + on","Weaves, Hair Treatments, Women's Haircut"
"Women's Haircut, Relaxed Shampoo Style, Men's Cut",Men's Haircut
"30 Min Massage, Eyebrow Wax","Massage, Eyebrows"
"Full highlights, Blowdry",Highlights
"Haircut, Full Highlights",Highlights
"Color retouch, Toner, Womens Hair Cut",Hair Color
"Full foil, Toner",Hair Color
"Fillin, Cut down",Manicure
“Detox” Diva,Massage
"Acrylic Fill w/ Gel Polish, Cut Down, Foil x2",Manicure
"full Hilights, Women Hair cut or Trim",Highlights
"Root Touch Up, Finishing Time","Hair Color, Style"
"Partial weave, Women's Cut, Full Color","Weaves, Women's Haircut"
Acrylic Ombre Full Set,Manicure
"Virgin Relaxer, Hair Cut/Precision Cut, Consultation, Detangling","Relaxers, Women's Haircut"
"Protein Mask, Women's Trim","Hair Treatments, Women's Haircut"
"Wash & dry (no style), Sew in take out, Wednesday Traditional Sew",Weaves
"Brow Design Waxing, Lash lift",Eyelashes
Root Touch Up with Women's Cut,"Hair Color, Women's Haircut"
Bling Design,Barber
"Brazilian Wax, 1 Week Volume Fill",Waxing
"Demi color Retouch, Twist out",Twists
Plaits,Style
Flat Twist,Natural Hair
GK Treatment,Hair Treatments
"Trim, Silk press, RECONSTRUCTOR DEEP CONDITIONER",Hair Treatments
Mold & Style (short hair),Sets & Styles
Faux locs ( bob length   ),Locs
"Relaxer/Touch-up, Precision Cut, Rinse","Relaxers, Sets & Styles"
Men’s Temp Fade & Beard Trim,Men's Haircut
"Removal, Volume Eyelash Full Set",Eyelashes
"Women's Cut, Tone/ Glaze with Color",Women's Haircut
Beard work (line up/shape up,Barber
"Malibue Treatment, Full Balayage, Olaplex",Highlights
"Cornrows/Flat twists Designs, Root Touch Up","Braids, Hair Color"
"Teen Cut, Men's Cut",Men's Haircut
"Balayage, Kiddo Cut",Highlights
Fade or Taper Haircut w/Face,Men's Haircut
"Keratin Treatment, Women's Haircut, Color Touch Up & Partial Highlights, Glaze, Olaplex Treatment","Straightening Treatments, Hair Color, Highlights, Hair Treatments"
PARTIAL SEW IN,Weaves
"Roots, Lowlites & cut, Olaplaex Treatment add on","Hair Color, Highlights, Women's Haircut, Hair Treatments"
"Acrylic Removal, Gel Manicure",Manicure
"Partial Highlight, Toner, Trim WITH a Color Service",Hair Color
"Full hi lite, Color Correction",Hair Color
LED W/Facial,Skincare
Havana  Twists,Twists
"Mens cut, Children's Cut 0-5",Men's Haircut
"Underarm Wax, Half Leg Wax, Bikini Line Wax, Eyebrow Wax","Waxing, Eyebrows"
sew-ins,Weaves
Bantu knots front  and crochet back,Men's Haircut
"Full Color, Women's Haircut",Hair Color
Balayage Long hair,Highlights
"Classic Full Set Eyelash Extensions, Classic Refill - 2 week",Eyelashes
Havana Twists,"Braids, Twists"
Natural blow out/Cut,"Style, Women's Haircut"
"Crochet Braids, Takedowns Styles",Braids
"Blowout, Basic trim",Style
"Natural hair silk press, flat iron, Scalp treatment, Eye brow waxing",Hair Treatments
"SHAMPOO BLOWDRY ONLY+ on  treatment, HAIR REPAIR masque therapy + on","Sets & Styles, Hair Treatments"
"Relaxer Retouch, Semi/Demi",Relaxers
Sew in Prep,Braids
High School Girls Trim,Women's Haircut
"Single Process color, Tween haircut",Hair Color
"Base color and highlights, Toner",Hair Color
"Fill 3 WEEK SHORT solid color, ADD Nail Art (If wanted)",Manicure
Ponytail full service,Style
Lighten and adding demi color,Hair Color
"Traditional Sew-in, Sew-in take down",Weaves
Classic  Lash set(Groupon special),Eyelashes
"Color Retouch, Toner, Woman's cut",Hair Color
"Silk Press, Hair color (perm) add on service",Natural Hair
"Rod Set| Flexi Set | Roller Set, Eyebrow wax",Eyebrows
Silky Slay on relaxed hair,Sets & Styles
"OG Brow Shaping, Lash Extensions REFILL","Eyebrows, Eyelashes"
"Color correction, Full color, Eclipse, Glaze, Finishing time","Hair Color, Highlights"
Silk blowout,Natural Hair
"Polygel Fill, Gel polish Manicure, Pedicure, Gel polish toes",Pedicure
"Kinky Kurly Twist shoulder length, Past 3 monthTakedown not done on fridays and Saturdays",Natural Hair
Men's Taper & Lining,Men's Haircut
Color + Silk Press,Hair Color
"Bridal Makeup, Updo Hairstyle, Special Occasions Makeup, Strip Lashes","Special Occasion Makeup, Eyelashes"
"Root Touch Up, Women's Cut, Gloss/Toner","Hair Color, Women's Haircut"
"Full Sew In, Takedown, Spot Relaxer","Weaves, Natural Hair, Relaxers"
2 week fills,Eyelashes
"Shellac pedicure, Peppermint pedicure",Pedicure
"Silk Press, Ends cut",Natural Hair
"prom upstyle, make up application",Makeup
"Women's Cut, facial waxing",Waxing
"Kids cut 8 and under, Full Color, Women's Cut",Women's Haircut
"Manicure - Polish, Pedicure","Manicure, Pedicure"
Womens Line Up,Barber
"Shampoo Blowdry, Deep Conditioning Treatment",Hair Treatments
Sew in w/closure,Extensions
Silky Straight Flat Iron,"Natural Hair, Sets & Styles"
"Partial Foil Highlights, Women's Haircut with chemical service",Highlights
"Natural Hair Silk Press, Extension Take Down | Add On","Natural Hair, Weaves"
"Lip Wax, Brazilian Maintenance (4-5 Weeks), Full Leg Wax, Hands/Fingers, Feet/Toes, Underarm Wax, Brow Tint, Lash Tint and Brow Wax, Full Arm Wax",Waxing
Glam Me|HAMU,"Makeup, Special Occasion Style"
NATURAL AND NURTURED,"Hair Treatments, Women's Haircut"
"SilkPress, Trim",Natural Hair
3-4 Feed-in Braids,Braids
Specialty Cut,"Barber, Men's Haircut"
"Weave take down, Weaves",Weaves
"Tues & Wed Silk Press, Protein treatment","Natural Hair, Hair Treatments"
"Retwist and Style, Locs Color full head alone, Line-Up, Tape -line up",Barber
"Women's Cut, Full Highlights, Color between foils","Women's Haircut, Highlights"
Acrylic Fill-medium to long nails,Manicure
"Bridal Consultation, Trim",Special Occasion Makeup
Bohemian Locs Big Part “with hair “,Braids
"All over color, Women Haircuts",Hair Color
Lace Closure Sew In Weave Extensions,Weaves
Classic Whispie Fill,Eyelashes
4-5 Feed-In Cornrows,Braids
"Brow Tint, Lash Tint, Face Wax w/Brow","Eyebrows, Eyelashes"
"Partial High or Low Lights w/ Hair Cut, Brazilian Blowout Frizz Smoothing Treatment, B3 Demi Permanent Conditioner","Highlights, Hair Treatments"
"Women's Cut, childs 10 & under",Women's Haircut
"Boom Cut, Brow Wax",Eyebrows
"Wash and Blow Dry, Deep Condition",Style
Level 2 Facial 50 min,Skincare
"Partial highlight, Base touch-up",Highlights
"DMK Frozen Facial Special, Vacumtherapy Special $50",Skincare
"Eyebrow Waxing, Bang Trim, Men's Haircut",Waxing
"Hair Color (Demi), Roller Set",Sets & Styles
"Brazilian blowout, Full Color",Straightening Treatments
"Relaxer, Add on",Relaxers
"Fill/No Chip Polish, brow wax",Eyebrows
"Acrylic Overlay, Soak off/ Nail removal, Gel top coat, 2 Foil nails",Manicure
Love My Hair (new clients),"Natural Hair, Women's Haircut"
"Women's Cut, Double Process Bleach and Color",Women's Haircut
"Glam Set, Eyelash Extension Removal",Eyelashes
"Semi Permanent Color, Natural Flexi Rods","Hair Color, Natural Hair"
"Eyebrow Threading, Eyelash Extensions, Women's Brazilian","Eyebrows, Eyelashes"
"Men's Cut, Haircut Only",Men's Haircut
"Malibu Treatment, Highlights, Add on women's haircut",Hair Treatments
"Natural Hair Care (Press), Semi-Permanent Color",Hair Color
Loc Plaits/Barrels,Locs
Crochet Twist/Locs,Braids
"Eyebrow Wax, Express Fill",Eyebrows
"Shampoo + style (relaxed hair), Rinse (semi permanent)","Sets & Styles, Style, Hair Color"
"Keratin treatment, Women's Haircut",Straightening Treatments
Mohawk Fade,Barber
"Full Color, Women's Cut, Wax, Toner","Women's Haircut, Hair Color"
Tint with full highlights,"Hair Color, Highlights"
neck clean-up,Men's Haircut
"Halo Relaxer, Weave Maintenance",Weaves
"Deep conditionin with service, Double Process Color, Book Ends Clip with service only",Hair Color
Men's Christmas Eve cut,Men's Haircut
"Relaxer Touch-Up, Women's Precision Cut",Relaxers
"Full Sew In, WEAVE/EXTENSION TAKE DOWN",Weaves
"Fill-in, Polish Change on Feet, Nail-art",Manicure
Short Hair Styling,Special Occasion Style
Sudatonic Body Slimming Wrap,Skincare
"It's a TRIM!, Silk Press",Natural Hair
"OLAPLEX (in salon treatment), Partial Balayage/Color and Style, Toner",Hair Color
Fill-Basic,Manicure
"Partial foils w/haircut, Brow wax",Eyebrows
"Dread Locs (Retwist w/curls), Permanent Color",Hair Color
Brow & Lip,Sugaring
"Womens Shampoo Cut & Style, Womens Dry or Wet Cut (no blow dry)",Women's Haircut
"Color & Women's Cut, Men's Cut","Hair Color, Women's Haircut, Men's Haircut"
"Acrylic Fill, Rhinestones",Manicure
Men’s Clipper Cut and Beard w/Complimentary Dry Razor,"Barber, Men's Haircut"
"Basic  Nail Art, Junk Nail Art",Manicure
"New growth color retouch, Traditional sew in extension",Hair Color
Ladies Low haircut,Women's Haircut
"Lace Closure Sew-In, Permanent color","Weaves, Hair Color"
"Base retouch, Finishing time",Hair Color
Jens Freestyle (long),Manicure
facial waxing,Waxing
Color (roots & ends) &  Cut,Hair Color
"Full Head Foil. ""High or lowLights"", Additional Length/Color, Shellac Manicure, Express Pedicure",Manicure
"Highlight, Cut & Style",Highlights
"All over color, Move up extensions",Hair Color
"Gel Nails, Nail Art",Manicure
"Anti-aging, skin resurfacing facial, Upper lip wax, Brow tinting, Chin Wax",Waxing
"Perm, Olaplex +",Chemical Perms
Dex Kut: Extra Step,Men's Haircut
"Single Process Color, Women's Haircut blowdry",Hair Color
"Bleach Root Touch Up, Women's Cut, Blonde Toning",Women's Haircut
"Flat Twist Out, Scalp Treatment",Hair Treatments
"PARTIAL HI-LIGHT, REDKEN PROTIEN TREAMENT W/SERVICE, COLOR GLOSS W/SERVICE, WOMENS, FULL FACE",Women's Haircut
Eyelash Extensions Students Full Set,Eyelashes
Small Box/Triangle Braids,Braids
"Pedicure, Regular Manicure",Pedicure
"Women's Cut, fade, eyebrow wax","Women's Haircut, Barber, Eyebrows"
"Pedicure, Express Manicure",Pedicure
Locs Retwist & Style (Shoulder to Back Length),Locs
"Ombre/Ombre Balayage, extra long or thick",Highlights
"Root touch up, Men's Cut","Hair Color, Men's Haircut"
Mens' Cut,Men's Haircut
CLOSURE SEW-IN,Weaves
Sleek Pony Style,Style
"Partial Hi Lights, Color gloss",Highlights
Ropetwists (Small),Twists
"Women's Cut, Shampoo and Style/relaxed hair","Women's Haircut, Sets & Styles"
"Acrylic nails, Nail art",Manicure
"Pretty ""Glam"" Deal, Add a Lace Closure",Weaves
"Women's Cut, Face wax",Women's Haircut
Eye  Lash Extensions,Eyelashes
"Balayage/ Ombré, Bond builder for color treatment",Hair Treatments
3-4 feed in braids,Braids
New DevaCut Guest,"Hair Treatments, Style, Women's Haircut"
Rebalance Gel Or Acrylic with Ornate Art,Manicure
"Hair trim, Semi color(temporary), Silk Press, Two stand twist",Natural Hair
Tape-In Extension Application,Extensions
FULL SEW IN NO LEAVE OUT,Weaves
"Brow wax, Underarm Wax","Eyebrows, Waxing"
"3 Week Fill, Nail Art",Manicure
"Faux Mink Eyelashes, Brow Tint",Eyelashes
"All Over Color, Women's Scissor Work",Hair Color
Basic Crochet,Braids
Full Set Ombre Acrylic Nails,Manicure
"Swarovski Crystals Partial Nail, Acrylic Removal(MMA) Soak Off, Thankful Thursday’s Special",Manicure
"Woman haircut and style, Toner","Women's Haircut, Hair Color"
Havana twist,Braids
"Pedicure, Fill in, Nails Designs, gel polish over enhancements",Pedicure
"Men's Cut, Kids Specialty",Men's Haircut
"Full Balayage, Haircut w/ Color","Highlights, Women's Haircut"
Double Process Hair Color,Hair Color
"Customized Facial, Brow Wax, Half Back Wax, Lip Wax","Eyebrows, Waxing"
"Press & Curl, Protein Treatment, Brow Wax","Hair Treatments, Eyebrows"
"Active length Acrylic Fill, Design",Manicure
5Feedin braids/stitch,Braids
"The Full Beat, Mink Lashes","Makeup, Eyelashes"
"Relaxer, Ceramic Curl Set","Relaxers, Sets & Styles, Style"
Half Cornrows Half Braids,Braids
"Brazilian Blowout, Partial Balayage, Dry Haircuts, Toner/Gloss Teatment","Straightening Treatments, Highlights"
"MONDAY ONLY$75 sew in, Individual lashes",Women's Haircut
Woman's Dry Trim (NO Layers),Women's Haircut
Men's Cut w/Beard Trim,Barber
"Blowout, Deep Condition",Style
"Volume Eyelash Full Set, Eyelash Extension Removal",Eyelashes
"Haircut (No Shave), Eyebrow Shape",Eyebrows
"MultiShade highlight, Women's Cut, Brow Wax","Women's Haircut, Eyebrows"
"Face-Framing Highlight, Women's Cut",Women's Haircut
"Design color, Women's Cut",Women's Haircut
"Gelish Manicure, Eyebrow Wax",Eyebrows
"Buzz cut, Beard Edge",Barber
"Bevel cut (style not included), Wet Set",Sets & Styles
"Brow-Lip-Chin Wax, Single Process Color, Women's Dry Cut/Style",Hair Color
"Gel Manicure with STRUCTURE, Extra Time, Foil",Manicure
"Balayage, Root Touch Up, Add on Cut","Highlights, Hair Color, Women's Haircut"
"perm, Bang trim","Chemical Perms, Women's Haircut"
Closure (4x4)Sew In,Weaves
"Womens Haircut, Full Highlight, Eyebrow Wax",Eyebrows
Color Powder Fill,Manicure
Full Color/Retouch & Cut,Hair Color
"Half Short quickweave, Women's Hair Cut back and sides, Relaxer Retouch",Relaxers
Haircut & Shave,Barber
Wash and style,Sets & Styles
Box Braids( large ),Braids
"Cut, Style",Style
"Haircut, Root retouch","Women's Haircut, Hair Color"
"Express Manicure, Spa Pedicure","Manicure, Pedicure"
"60 min Massage, brow wax","Massage, Eyebrows"
Volume fill- 3 weeks,Eyelashes
Braid Down  w/ natural hair shampoo,Natural Hair
"Trim, Color Touch Up, Flat Twists/Flat Twist Out","Women's Haircut, Hair Color, Natural Hair"
"Press n Curl/Silk press for adults, Trim, Deep Condition",Natural Hair
"Full Weave, Extensions Removal",Weaves
Large Braids/ Senegalese,Braids
Female Full Face & Brows,Sugaring
TCA Peel,Skincare
"Balayage Or ombre, Women's cut, Highlight full foil",Women's Haircut
"Eyelash Fill, Brow Dip & Thread/Wax ""Tint""","Eyelashes, Skincare"
"Brow Wax, Brow tint",Eyebrows
"Brow Shaping, Lip Wax, Acne Facial, Add-On | Progressive Chemical Peel","Eyebrows, Waxing, Skincare"
"Toner, Acrylics, Child's Haircut",Hair Color
"Full head net weave(wet/wavy), Edgeup",Barber
"Lace Closure Install, Quick Weave, Weave Removal",Weaves
Special Occasion Updo,Special Occasion Style
"Hair Cut, Designer Twist Set (Flat Twists)","Natural Hair, Sets & Styles, Style, Twists"
FULL SET Hybrid Mix,Eyelashes
"gel manicure, pedicure, color, blowout","Manicure, Pedicure, Style"
Faux Mink Lash Refill (Please Read),Eyelashes
"Color Retouch, Partial Foil Highlights, Blowout","Highlights, Style"
"ALL OVER COLOR, EYEBROW WAX, EYEBROW TINT","Hair Color, Eyebrows"
Men's Cut w Beard,"Barber, Men's Haircut"
"Touch up trim, Bleach and Tone",Hair Color
2. Extension maintenance,Extensions
Prom makeup,Makeup
Marley/Havana Twists(Medium),Twists
"partial relaxer & style, Semi Permanent Color","Relaxers, Hair Color"
Men's Cut with Enhanced Line Up,Men's Haircut
"full sew in, Retouch (edges) only, Color rinse",Weaves
"Partial Balayage, Fashion Color, Olaplaex Treatment","Highlights, Hair Treatments"
Invisible ponytail,Style
"Women's Cut, Toner/ Extra Color Bowls",Women's Haircut
Braids/Flat Twists~Girls,Braids
1-2 Week Fill-In,Eyelashes
"Acrylic fill in, Chrome, Nail Art",Manicure
Full set w/ 2 nails designed,Manicure
Buttock Wax,Waxing
1 hour cut,Women's Haircut
Eyelash Removal,Eyelashes
Keratin Lash Lift,Eyelashes
"Gel fill, Gel polish",Manicure
"Single Process Color, Highlights mini",Hair Color
"Natural Hair Silk Press, Shampoo and style",Sets & Styles
"Hydrating  facial, Enzyme peel",Skincare
MENS  FULL SERVICE,Barber
"NBR MOVE UP (1 ROW), Root Touchup",Extensions
Highlights (full),Highlights
"Balayage/Ombré, Glaze, and Cut, Base Break","Highlights, Hair Color"
"Protein treatment, Express Wrap & style",Hair Treatments
"Full Weave, Women's Cut / Blowdry",Weaves
Mink EYELASH EXTENSIONS            Full Set,Eyelashes
Cut/Roller set/Blow/Silk Press/Cond,"Sets & Styles, Style, Women's Haircut"
"Blow Dry Straightening, Flat Iron",Style
"Feedin Braids (Natural Hair), Shampoo, Take down","Braids, Weaves"
"Marley Twist, Shampoo ONLY",Natural Hair
"Women's Cut, Full Highlight with Haircut, Extra time",Women's Haircut
"Bang Trim, Brow Wax","Women's Haircut, Waxing"
"Crochet Braids, Steam upgrade, Scalp Treatment","Braids, Hair Treatments"
"Blowout (Natural Hair), Colored hair Treatment","Style, Hair Treatments"
"Closure Sew In, Takedown of Weave",Weaves
"area hi light/lo light, Women's Cut",Women's Haircut
"Women's Cut, Balayage Highlights or Ombré",Women's Haircut
"Shampoo Blow Dry Cornrows  ONLY, Wand / Curls (ONLY)","Special Occasion Style, Style"
Locs palmroll,Locs
"VOLUME FILL ...  max, 3 wks, Brow Shaping","Eyelashes, Eyebrows"
"Toner, Eyebrow Wax, Upgrade","Hair Color, Eyebrows, Barber, Special Occasion Style"
Permanent Wave,Chemical Perms
"Root Touch Up, Partial Weave, Blowdry/Style","Hair Color, Weaves"
Partial Weave Sew In,Weaves
"Shampoo & Style for Extensions, Moisturizing Steam treatment","Weaves, Hair Treatments"
Taper,Barber
"Color-SHORT HAIR (above hairline) or retouch, Dry HairCut, Face Wax 3 areas","Hair Color, Men's Haircut, Waxing"
"Pumpkin Apple Fall Facial, Lip Wax",Waxing
"Feed in braids | Lemonade, Shampoo | Blow dry | braid add on","Braids, Natural Hair, Sets & Styles"
"Brow, Lip Wax, Chin wax",Waxing
"NAIL PREP (BOOK FIRST), REGULAR/CLEAR/OVERLAY, DECALS/FOIL/CHROME/CHAIN",Manicure
"Balayage/Foilage, Extra Bowl Bleach, Women’s Cut w/ Service, Extension removal 30","Highlights, Hair Color"
"Toner, Mask",Hair Color
